id,label,name,new_name,phone,dist,address,descriptions,products,process,node_type,group,group_name,prod,Keyword
2,제일판금,제일판금,,2275-1095,종로구,종로24길 20,"각종 BOX 주문제작, 철 케이스","BOX,철케이스",,상점,,NA,NA,NA
3,중부월드전자,중부월드전자,,2278-1733,종로구,종로30길 33,"cctv, 음향기기","CCTV,음향기기",,상점,,NA,NA,NA
4,명신일렉트로닉스,명신일렉트로닉스,,275-2535,종로구,돈화문로4길 16,"EUROTHERM DC DRIVES, INVERTERS, JEAN MULLER FUSE","DC-AC INVERTER,인버터,수입퓨즈",,상점,,NA,NA,NA
5,화동물산,화동물산,,"2274-4986, 2274-4987",종로구,종로22길 19,"FAN, MOTOR, SWITCH, SENSOR","FAN,모터,스위치,센서",,상점,,NA,NA,NA
6,다운전자,다운전자,,2272-8905,종로구,청계천로 151-13,"쿨링팬.com, 의료용, 통신용, 산업용제품 등 냉각시스템에 필요한쿨링팬 직수입","FAN,팬,산업용쿨링팬,통신용쿨링팬,의료용쿨링팬","선반밀링,착색,압출",상점,,NA,NA,NA
7,대림상사(2F),대림상사(2F),,2264-9947,종로구,청계천로 143,LED 도매전문,"LED,LED조명",,상점,,NA,NA,NA
8,㈜디에프 코리아,㈜디에프 코리아,,"2272-3532, 2272-3372",중구,을지로19길 19,LED전문생산,"LED,LED조명",,상점,,NA,NA,NA
9,공간LED조명,공간LED조명,,"2277-9767, 010-3032-4724",중구,을지로19길 19 ,"LED제작시공, SMPS, 투광기, 라인바","LED,LED조명,LED바",,상점,,NA,NA,NA
10,세동시스템,세동시스템,세동LED,2265-5769,종로구,돈화문로2길 35,"LED, 간판","LED,LED조명,간판",,상점,,NA,NA,NA
11,E2 전자조명,E2 전자조명,,2277-0800,종로구,청계천로 141,LED,"LED,LED조명,조명",,상점,,NA,NA,NA
12,일광전기조명(IK LED),일광전기조명(IK LED),,2267-6319,종로구,청계천로 159,"조명기구, LED조명","LED,LED조명,조명",,상점,,NA,NA,NA
13,정원조명,정원조명,,2274-6008,종로구,창경궁로20길 28,"조명기구, 전기재료 / LED도매 제작, 시공상담","LED,LED조명,조명",,상점,,NA,NA,NA
14,(주)동양전구조명,(주)동양전구조명,동양특수조명,2285-3922,중구,을지로19길 27 ,"LED, 할로겐전구, 삼파장, 특수전구, 전기조명기구","LED,LED조명,조명,삼파장램프,특수전구,전구,삼파장전구,할로겐전구",,상점,,NA,NA,NA
15,독일조명,독일조명,,2274-7976,종로구,청계천로 145,"특수램프, LED 주문제작, 도/소매","LED,LED조명,특수램프",,상점,,NA,NA,NA
16,하나베어링,하나베어링,,2263-6304~5,종로구,돈화문로 4-2,"LM직성베어링, 스냅링, NSK, NTN, JIB",LM직선베어링,실험기기제작,상점,,NA,NA,NA
17,유림PCB,유림PCB,우창피엔에이,2277-8915~6,종로구,종로26길 28,"PCB 회로설계, 제작, UNI 만능기판",PCB,회로설계,상점,,NA,NA,NA
18,세미전자,세미전자,,2278-8627,종로구,종로 134,"PCB, LED","PCB,LED,LED조명",,상점,,NA,NA,NA
19,(주)아이알일렉트릭,(주)아이알일렉트릭,,2268-7201,종로구,돈화문로2길 14,SMPS용 방수 박스,SMPS용방수박스,,상점,,NA,NA,NA
20,신화판금,신화판금,,2273-4417,종로구,돈화문로2길 25-6,"SUS, 알미늄, 철기성BOX, 배전, 분전BOX 제작","SUS,알루미늄,BOX,FIBOX",,상점,,NA,NA,NA
21,제일무선,제일무선,,2265-4898~7,종로구,종로132,"TV레벨메타, 전기, 전자, 통신",TV레벨메미터(TV레벨메타),,상점,,NA,NA,NA
22,CD마트,CD마트,,2285-4117,종로구,종로 150,"USB, 메모리카드, 소형녹음기, 가전제품, 음악CD할인매장, 녹음기, 라디오, 카세트, 이어폰, 충전기, 밧데리","USB,녹음기,라디오,이어폰,충전기,배터리",,상점,,NA,NA,NA
23,넷파츠,넷파츠,,2268-8660,종로구,돈화문로2길 38 ,"UTP, USB, HDMI, DVI, RGB 1394","USB,케이블",,상점,,NA,NA,NA
24,미산과학 의료기,미산과학 의료기,,2267-4473,종로구,종로 134,의료기도매,가정용 의료기,,상점,,NA,NA,NA
25,동산과학 의료기,동산과학 의료기,,2265-4009,종로구,돈화문로4길 3,"의학기구, 한방찜, 뜸, 보청기, 혈당계, 가정/노인용품","가정용의료기,한방의료기,보청기,혈당계",,상점,,NA,NA,NA
26,탑메니칼(주),탑메니칼(주),,2275-7522,종로구,돈화문로4길 16,"의료기기제조, 도매, 케이 와이어, 지방흡입 케뉴라, 장침","가정용의료기,한방의료기,수술용기구,캐뉼라(캐뉴라),케이와이어",,상점,,NA,NA,NA
27,동아의료과학,동아의료과학,,2273-4640,종로구,종로 146-1,"가정용의료기, 물리치료기, 혈압계, 혈당계, 초자기구, 실험기구, 보청기, 침/뜸","가정용의료기,혈당계,혈압계,보청기,물리치료기,과학기기,한방의료기,보청기",,상점,,NA,NA,NA
28,SKT 삼광공구사,SKT 삼광공구사,,2265-4492,종로구,청계천로 141,"절삭공구, 전자, 기계공구 전문","각종공구,기계공구",,상점,,NA,NA,NA
29,광명상회,광명상회,문화공구,2279-8069,종로구,종로26길 22,공구일절,"각종공구,기계공구,전자공구,전동공구",,상점,,NA,NA,NA
30,신선전기(주),신선전기(주),,2266-2121,종로구,종로 144,"부래카, 마그넷트, 각종 S/W",각종자석,,상점,,NA,NA,NA
31,신신전기(주),신신전기(주),,2266-2121,종로구,돈화문로2길 28,"마그넷트, 인버터, 부레카, PLC",각종자석,"조각,인쇄,부식",상점,,NA,NA,NA
32,에이스자석,에이스자석,,"2274-5945, 011-9914-3940",종로구,청계천로 151-2,각종 자석,각종자석,,상점,,NA,NA,NA
33,복영전기,복영전기,,265-2045,종로구,돈화문로4길 30,"영구자석, 켄자석, 착자기","각종자석,켄자석,영구자석",,상점,,NA,NA,NA
34,광일컴퓨터조각,광일컴퓨터조각,,"2274-5022, 5020",종로구,종로 144-3,"아르마이트, 명판조각, 부식, 실크인쇄, 오디오케이스, 케이스가공",각종케이스,"인쇄,조각,부식",상점,,NA,NA,NA
36,나라조각,나라조각,,"2272-3627, 3621",종로구,돈화문로4길 30,"철인, 각종명판, 판넬조각, 케이스, 오디오케이스 제작, 아크릴 가공","각종케이스,아크릴,명판,패널(판넬)","조각,인쇄",상점,,NA,NA,NA
37,유창전업사,유창전업사,,2275-3591~2,종로구,종로22길 33,"CA, IC, 카플선, 보상도선, 내열선 및 각종 전선, 특수 전선 주문제작","각종특수전선,내열전선,보상도선,카플선",인테리어시공,상점,,NA,NA,NA
38,소문모타,소문모타,,010-3737-8039,종로구,종로30길 33,감속모타,감속모터,,상점,,NA,NA,NA
39,이엘조명,이엘조명,,"2277-8121, 010-3173-5291",종로구,돈화문로 12,"특수조명, 제작시공, 인테리어응용, 경관조명, 수중등, 지중등, 수목등","경관등,수목등,조명,지중등,특수조명",,상점,,NA,NA,NA
40,한국자동제어주식회사,한국자동제어주식회사,,2269-1877,종로구,창경궁로 109,"릴레이, 타이머, 아워메타, 카운타, SSR, 센서, 제어기기, 전자부품, www.hanelecon.com","계전기(RELAY),아워미터(아워메타),전자부품",,상점,,NA,NA,NA
41,B.S KOREA,B.S KOREA,삼덕과학㈜,"2275-9113, 2277-5503",종로구,돈화문로4길 11,"과학교재 실험실습교구, 유리제부피계교정서비스",과학기기,,상점,,NA,NA,NA
42,현일랩솔루션,현일랩솔루션,,2272-7618,종로구,종로 138-1,과학기기,과학기기,,상점,,NA,NA,NA
43,(주)나인테크,(주)나인테크,,2264-0810~1,종로구,돈화문로 12-1,"실험실 가스배관설비, GAS REGULATOR, FLOW METER, BALL VALVE, NEEDLE VALVE, DIAPHRAGM VALVE, BELLOWS VALVE, 특수실험기기 제작","과학기기,유량계,나들밸브,볼밸브,다이어프램밸브(DIAPHRAGM VALVE),벨로스밸브(BELLOWS VALVE)",,상점,,NA,NA,NA
44,대산과학,대산과학,문화공구,2277-7031~2,종로구,종로 136,"종합 실험 기기 전문, 이화학기기, 계량계측기, 실험분석기기제작, 초자기구, 건조기, 향온기, 전기로 등","과학기기,전자계측기,초자기구,건조기,향온기,전기로",실험기기제작,상점,,NA,NA,NA
45,(주)삼덕과학,(주)삼덕과학,,2277-7742,종로구,돈화문로4길 11,"BEAKER, CYLINDER, 실험 실습도구","과학기기,초자기구",,상점,,NA,NA,NA
46,문화테크,문화테크,,2279-8069,종로구,종로26길 23,"납, 희성솔더, 실납, 봉납, 문화공구","납,납판,실납,봉납,각종공구,전자공구",,상점,,NA,NA,NA
47,금호상회,금호상회,,2275-8146,종로구,종로26길 12-1,"전동공구, 전자공구, 수입공구, 봉납, 실납","납판,실납,봉납,각종공구,기계공구,전동공구,전자공구",,상점,,NA,NA,NA
48,세원상사,세원상사,,2279-0078,종로구,청계천로 155,"납판, 납유리, 긴노, 후락스, 은납, 땜납, PB-FREE SOLDER","납판,은납,납",,상점,,NA,NA,NA
49,삼진냉동ENG,삼진냉동ENG,,"2285-0199, 2217-5159",종로구,종로20길 15-5,"냉동부품, 후레온까스, 진공콤푸,  무소음 에어콤프레샤, 실험기기 제작수리","냉동부품,프레온가스(후레온가스),진공컴프레셔(진공콤푸),에어컴프레셔",실험기기제작,상점,,NA,NA,NA
50,킹콩 마그네트,킹콩 마그네트,,2265-8298~9,종로구,돈화문로 10,"자석 응용기계, 네오디윰/사마륨/고무/봉/명찰 자석","네오디움자석,사마륨자석,각종자석",절삭,상점,,NA,NA,NA
51,한국계기,한국계기,,"2265-6717, 2275-1190",종로구,돈화문로2길 38,"주문제작, IGBT, 다이오드",다이오드,,상점,,NA,NA,NA
52,한전기통신,한전기통신,,"2275-4226, 010-9666-4226",종로구,종로22길 5,"UTP케이블, CV/VCTF, H-KIV, 단자함, 통합배선, RACK","래크(RACK),케이블,VCTF전선,CV전선",,상점,,NA,NA,NA
53,비젼 21 컴퓨터 조각,비젼 21 컴퓨터 조각,,2279-3628,종로구,돈화문로 10,"명판제작, 알미늄케이스 주문제작 및 조각 인쇄, 부식, 썬로이드, 아르마이트, 아이아컷팅, 일마늄구조물 제작, 철 케이스 및 소렌 케이스 제작, 각종상담환영","명판,각종 케이스","조각,인쇄,부식",상점,,NA,NA,NA
54,대화컴퓨터조각,대화컴퓨터조각,,2268-2329,종로구,종로24길 20,"명판, 판넬, 케이스제작, 랙(rack)","명판,판넬,각종케이스,래크(RACK)",,상점,,NA,NA,NA
55,아세아모타,아세아모타,,2272-3051,종로구,돈화문로2길 20,"AC, DC, 고속감속모타, 특수모타",모터,,상점,,NA,NA,NA
56,동아공사,동아공사,,"2265-4418, 265-4841",종로구,청계천로 143,"AC, DC, 강속모터, 후암, 클러치, 브레이크, 각종 특수 소형 모타",모터,,상점,,NA,NA,NA
57,(주)명성모터테크,(주)명성모터테크,,2265-4863,종로구,종로22길 27,"모터 바리오, DC모터, DSK, DKM, 인버터","모터,인버터",,상점,,NA,NA,NA
58,진우전자 E/G,진우전자 E/G,,2279-2828,종로구,돈화문로 10,"각종 회로 설계, 모터, 온도, 자동제어, 회로개발, 산업전자기기","모터,자동제어기기",회로설계,상점,,NA,NA,NA
59,태성모터,태성모터,,2265-4900,종로구,종로22길 30,"AC, DC, 고중형 각종 감속모터, MITSUBISHI모터, KOKUSAN모터, 스태핑모터, 각종 펌프","모터,펌프","조각,인쇄",상점,,NA,NA,NA
60,(주)서광계측기,(주)서광계측기,,2276-1002,종로구,돈화문로2길 23,메타,미터(메타),,상점,,NA,NA,NA
61,우리건설기계,우리건설기계,,2268-1691,종로구,청계천로 143,"발전기, 엔진통, 예초기, 양수기, 조경장비, 원예공구, 건설장비","발전기,양수기,조경장비",,상점,,NA,NA,NA
62,장안전자,장안전자,,2278-9357,종로구,종로26길 16,"밥솥, 믹서기, 드라이기 등 가전제품","밥솥,믹서기,드라이기",,상점,,NA,NA,NA
63,(주)한영전기상사,(주)한영전기상사,,2273-3013,종로구,종로 144,"방진, 방수 콘넥터, 전기전자공구",방수 커넥터(방수 콘넥터),,상점,,NA,NA,NA
64,보명,보명,,2263-3463,종로구,종로24길 3,"방열판 케이스, 방열판 압출, 가공, 착색, 밀링, 판가공",방열판,"선반밀링,착색,압출",상점,,NA,NA,NA
65,(주)신개암,(주)신개암,,"2264-4040, 2265-2300",종로구,돈화문로 16,"방청제, 접착제, 테이프, BEX 직영점","방청제,접착제,테이프",,상점,,NA,NA,NA
66,금성기전,금성기전,,2264-9200,종로구,종로24길 15,배전기. 스위치,"배전기,스위치",,상점,,NA,NA,NA
67,(주)서울전지,(주)서울전지,,2265-4905,종로구,돈화문로 10,로켓트 밧데리,배터리,,상점,,NA,NA,NA
68,아나테크,아나테크,,2264-6370,종로구,종로24길 20,"종합 밧데리, 건전지, 수질측정기",배터리,,상점,,NA,NA,NA
69,나인테크,나인테크,,2272-7660,종로구,돈화문로 12-1,"GAS REGULATOR, GROWN, HARRIS, FLOW-METER(M.F.C.), DWYER, KOFLOC, SUS TUBE, FITTING, VALVE, GAS&VACUUM 장비제작","밸브,SUS튜브(SUSTUBE),유량계",,상점,,NA,NA,NA
70,동성베어링,동성베어링,,"2266-2421, 010-4737-2421",종로구,종로24길 20,"각종 베어링, 특수 소형베어링 전문",베어링,,상점,,NA,NA,NA
71,동신베어링,동신베어링,동신베아링,2267-7262,종로구,돈화문로 10,KBC수입품 베어링,베어링,,상점,,NA,NA,NA
72,삼성사 베어링,삼성사 베어링,,2265-4838,종로구,종로22길 19,"베어링전문점, NSK, NTN, NACHI, KBC",베어링,,상점,,NA,NA,NA
73,일신베어링,일신베어링,,2265-4044,종로구,종로22길 8,베어링,베어링,,상점,,NA,NA,NA
74,장안베어링,장안베어링,장안베아링  ,2265-4935,종로구,종로20길 19,베어링,베어링,,상점,,NA,NA,NA
75,(주) 서진베어링,(주) 서진베어링,,2279-1512,종로구,돈화문로 6-2,"차량용 베어링, 미니츄어 베어링, 볼부쉬/가이드, 로드앤드 베어링","베어링,볼부쉬,로드앤드베어링,미니츄어베어링",,상점,,NA,NA,NA
76,(주)대승코아,(주)대승코아,,2265-4486,종로구,돈화문로2길 30,트랜스,변압기(트랜스),,상점,,NA,NA,NA
77,나눔보청기,나눔보청기,,"2층, 1599-9251",종로구,종로 138-1,보청기,보청기,,상점,,NA,NA,NA
78,독일보청기,독일보청기,,2266-5515,종로구,종로 77,"지멘스 보청기, SIEMENS",보청기,"CNC,레이저가공",상점,,NA,NA,NA
79,복음보청기,복음보청기,,"3층, 2268-3377",종로구,종로 140,보청기,보청기,,상점,,NA,NA,NA
80,경일의료과학,경일의료과학,,2276-0047~9,종로구,종로 138,"가정용, 과학의료기구, 보청기, 혈당계, 혈압계","보청기,가정용의료기,보청기,혈압계,혈당계",,상점,,NA,NA,NA
81,하나부동산,하나부동산,,2273-1222,중구,을지로 125-1,부동산,부동산중개,,상점,,NA,NA,NA
82,명성산업사,명성산업사,,2277-7555,종로구,종로22길 20,"불소수지 전선, 튜브, 규소수지 전선, 내열전선, 튜브전문점(FEP, PFA, PTFE)","불소수지전선,규소수지전선,내열전선,튜브",,상점,,NA,NA,NA
83,명암컴퓨터조각,명암컴퓨터조각,,2275-4054,종로구,종로24길 17,"산업용 명판, 조각 가공, 판촉물 각인","산업용명판,조각,판촉물",,상점,,NA,NA,NA
84,종로상패&드림CS,종로상패&드림CS,,747-9936,종로구,수표로22길 18,"상패, 명패, 트로피 등","상패,명패",,상점,,NA,NA,NA
85,이화학세라믹,이화학세라믹,,2272-5609,종로구,돈화문로4길 16,세라믹,세라믹,,상점,,NA,NA,NA
86,남강계전,남강계전,,2264-6500,종로구,종로22길 27,"레벨센서, 온습도센서, 압력센서, 광센서, 근접센서","센서,광센서,근접센서,레벨센서,습도센서,온도센서",,상점,,NA,NA,NA
87,(주)광전FA,(주)광전FA,,2273-1222,종로구,종로22길 11,센서. 자동제어. 계측기,"센서,전자계측기,자동제어기기",,상점,,NA,NA,NA
88,우일전기,우일전기,우일전자,2267-2012,종로구,돈화문로2길 33 ,소방자재,소방자재,,상점,,NA,NA,NA
89,명지전기,명지전기,,2275-8400,종로구,돈화문로2길 22,INDUSTRIAL PLUGS AND SOCKETS,"소켓,플러그",,상점,,NA,NA,NA
90,청계천공업,청계천공업,한길유공압상사,"2269-8601, 010-4752-8601",종로구,종로22길 33,"솔레노이드 밸브, 에어실린더.원터치휘팅, 에어유니트","솔레노이드밸브,유니트",,상점,,NA,NA,NA
91,상아유공압,상아유공압,,"2265-1436, 2269-1436",종로구,종로22길 28,"에어실린더, 솔레노이드밸브, 유니트, SHOCK ABSORBER, AIR FINGER","솔레노이드밸브,유니트,완충기(SHOCK ABSORBER),에어핑거(AIRFINGER)",,상점,,NA,NA,NA
92,삼진 휀 테크,삼진 휀 테크,,2266-1913,종로구,청계천로 155,"환풍기, 송풍기",송풍기,실험기기제작,상점,,NA,NA,NA
93,(주)엘케이랩코리아,(주)엘케이랩코리아,,2272-4952,종로구,종로20길 6,전시장,쇼케이스,,상점,,NA,NA,NA
94,한성의료기,한성의료기,세일전기,"2265-7887, 2266-7887",종로구,종로 144,"병원용, 가정용, 한방 의료기","수술용기구,가정용의료기,한방의료기",,상점,,NA,NA,NA
95,대합성의료기(대합성메디칼),대합성의료기(대합성메디칼),세일전기,"2265-2050, 2269-2050",종로구,종로 138,"수술용기구, 진단기구, 호흡기 용품,http://www.dhsmedi.com","수술용기구,진단기구",,상점,,NA,NA,NA
96,국제통신,국제통신,,2275-0995,종로구,종로22길 19,"수축튜브, 수축관, UL전선","수축관,수축튜브,UL전선",,상점,,NA,NA,NA
97,광성단자,광성단자,,2275-6358,종로구,종로22길 17,"수축밸브, 압축단자, 스탠단자캡, 니겔단자, 아일렛, 리벳단자","수축밸브,압축단자,니켈단자,아일렛,리베단자",,상점,,NA,NA,NA
98,한성전자,한성전자,,"2273-8559, 0665",종로구,종로22길 14-1,각종 국내외 스위치 총판매장,스위치,,상점,,NA,NA,NA
100,성광귀금속도매,성광귀금속도매,,"2266-5817, 2269-5817",종로구,종로 142,"시계수리, 결혼예물도매, 명품시계, 순금,다이아몬드","시계,예물,순금,다이아몬드",,상점,,NA,NA,NA
101,남서엔클로져,남서엔클로져,,2273-3596,종로구,종로24길 13,"신소재전기 BOX, BOPLA.FIBOX","신소재전기박스,FIBOX,BOPLA(생분해성필름)",,상점,,NA,NA,NA
102,서진상사,서진상사,,"2278-6000, 2263-5000",종로구,종로20길 6,"실리콘, SCR, 브릿지, 속단휴즈, 반도체 직수입","실리콘,브릿지,속단퓨즈",,상점,,NA,NA,NA
103,SK성광실리텍,SK성광실리텍,,2279-6540~1,종로구,종로22길 11,"실리콘, 테프론, 타이곤, 우레탄, 라텍스, 튜브, 오링, 후로그라스, 주문제작","실리콘,테프론,우레탄,라텍스,오링",,상점,,NA,NA,NA
104,명진상사,명진상사,삼덕과학㈜,2275-4180,종로구,돈화문로 8-1,접착제. 실리콘 윤활유.테이프,"실리콘윤활유,접착제,테이프",,상점,,NA,NA,NA
105,영창실리콘영업소,영창실리콘영업소,금강엔지니어링,2274-1611~2,종로구,돈화문로2길 20,"실리콘전선, 테프론, 전선, GB전선, 히팅케이블, 실리콘고무히타, 실리콘튜브, 동호특수전선","실리콘전선,테프론,튜브,각종특수전선,열선(히팅케이블)",연마,상점,,NA,NA,NA
106,성진화공약품,성진화공약품,,"2265-2160, 2265-3160, 2265-4160",종로구,돈화문로 8-3,"일반화공약품, 실험약품, 공업약품","실험약품,공업약품,화공약품",,상점,,NA,NA,NA
107,마인드 아크릴,마인드 아크릴,,2279-6771,종로구,돈화문로 12-2,디자인하는 아크릴 가게,아크릴,회로설계,상점,,NA,NA,NA
108,삼진 아크릴총판,삼진 아크릴총판,,2273-8820,종로구,돈화문로 8-2,원통/반구/PC/성형가공/한지/포리/ 아크릴 주문제작 특수가공 ,아크릴,"조각,인쇄,부식",상점,,NA,NA,NA
109,현대가공,현대가공,,"2266-7012, 2279-9164",종로구,돈화문로 14,"아크릴, 디스플레이, 인테리어, POP, 제조 도소매, 아크릴/레이져 가공","아크릴,POP","레이저가공,인테리어시공",상점,,NA,NA,NA
110,한국컴퓨터조각,한국컴퓨터조각,,2271-1974,종로구,돈화문로 10,"컴퓨터조각, 각종판넬 및 명판조각, 부식, 알루미늄, 아크릴 및 그래픽 조각","아크릴,알루미늄,패널(판넬),명판","조각,부식",상점,,NA,NA,NA
111,태창아크릴,태창아크릴,태창종합상사,"2266-3477, 2275-7700",종로구,종로 154-1,"아크릴, 포맥스, PC, ABS, 도/소매, 특수가공주문제작","아크릴,포맥스,폴리카보네이트(렉산),ABS수지",,상점,,NA,NA,NA
112,선진기업 에어리스,선진기업 에어리스,,2274-8809,종로구,종로22길 32,"압송펌프, 그라우팅, 콤프레샤, 파워샌다기, 에어리스, 고압세척기","압송펌프,컴프레셔,샌더기,세척기",,상점,,NA,NA,NA
113,전오전기,전오전기,,"2267-9431, 266-2310",종로구,돈화문로4길 16,"압착단자, DVC다트, 조립식단자대",압착단자,,상점,,NA,NA,NA
114,삼진단자공업(주),삼진단자공업(주),,2279-2639,종로구,종로22길 14,"압착단자, 동관단자, C형슬리브, 슬리브, 케이블타이","압착단자,단자,케이블타이,슬리브",,상점,,NA,NA,NA
115,삼진 E.E.P.,삼진 E.E.P.,,2266-2448,종로구,종로26길 18,"에나멜동선 판매, 트랜스 제작, 판매, 부품",에나멜동선,레이저커팅,상점,,NA,NA,NA
116,풍림상사,풍림상사,풍림테크,2266-8691,종로구,종로20길 13,"FILTER PAPER, WHATMAN, PERISTALTIC PUMP, ADVANTECDC, MECHANICAL-STIRRER","연동펌프(PERISTALTICPUMP),교반기","레이저가공,CNC",상점,,NA,NA,NA
117,우수귀금속도매,우수귀금속도매,,747-9936,종로구,종로 132,결혼예물 공장직영,예물,,상점,,NA,NA,NA
118,주은귀금속도매,주은귀금속도매,,2268-4344~5,종로구,돈화문로4길 29,"예물전문, 공장직영",예물,,상점,,NA,NA,NA
119,SENA귀금속,SENA귀금속,,"2264-4040, 2265-2300",종로구,종로 134,"예물도매, 14K, 18K, 24K JEWELRY","예물,순금",,상점,,NA,NA,NA
120,스타주얼리,스타주얼리,,2273-7834,종로구,종로 152,"예물전문, 순금, 백금, 18k, 14k, 최고가 매입","예물,순금,백금",,상점,,NA,NA,NA
121,종로우수귀금속도매상가,종로우수귀금속도매상가,,"2266-7012, 2279-9164",종로구,종로132,JEWELRY & WATCH WHOLE SALE,"예물,시계","레이저가공,인테리어시공",상점,,NA,NA,NA
122,(구)원경계기공업사,(구)원경계기공업사,,2273-7240,종로구,종로22길 8-4,"온도센서 제작전문, 열전대 부품, 콘넥터, 보호판, 각종 보상도선","온도센서,열전대부품,커넥터,보상도선",,상점,,NA,NA,NA
124,CI 창일상사,CI 창일상사,,2265-4949,종로구,돈화문로 10,"한국하니웰 특약점, 자동수위조절기, 온도 조정기","온도조절계,수위조절기",,상점,,NA,NA,NA
125,동명계기,동명계기,,275-8175,종로구,종로20길 6,"온도계, 비중계, 각종 특수품 제작",온습도계,,상점,,NA,NA,NA
126,삼일 이엔지,삼일 이엔지,,2279-8011,중구,을지로 125-1,"온습도계, 센서","온습도계,센서",,상점,,NA,NA,NA
127,산업전기,산업전기,,2274-2298,종로구,돈화문로2길 9,"온도조절계, 온도지시계, 대형지시계, 전력조정기, 온도센서, 습도센서","온습도계,센서,온도센서,습도센서,온도조절계",,상점,,NA,NA,NA
128,(주)대원계기,(주)대원계기,,2265-2242,종로구,청계천로 143,"압력계, 온도계, 플로메타, 가스설비기기","온습도계,유량계","조각,부식",상점,,NA,NA,NA
129,대광계기계측기,대광계기계측기,,"2278-6223~4(매장), 2081-1273(공장)",종로구,돈화문로2길 4,"온도, 습도, 비중계, 타이머, 조도계, 풍속계, 소음계, 수질, 공해, 가스, 환경측정기","온습도계,전자계측기",,상점,,NA,NA,NA
130,조선계측기교역,조선계측기교역,,2268-4344~5,종로구,돈화문로 16,"전자저울, 온습도계, 수질대기 측정기, 실험계측기, 유량계, 압력측정기기, 초음파세척기, KS기준설비, 조직배양, 전기로, 항온수조, 교반기, 고압멸균기, 크리벤치, 후드, 향온항습기, 열풍건조기, 진공건조기","온습도계,전자저울,전자계측기,세척기,교반기,향온기,건조기",,상점,,NA,NA,NA
131,수창기업,수창기업,,2271-1948,종로구,돈화문로 10,"특수바퀴, 우레탄바퀴, 운반차제작, 각종고무바퀴, 특수타이어","우레탄바퀴,특수바퀴",,상점,,NA,NA,NA
132,천일소방·전기,천일소방·전기,,2279-6546,중구,을지로19길 25 ,"소화기, 유도등, 감지기",유도등,,상점,,NA,NA,NA
133,신한메카트로닉스,신한메카트로닉스,,2267-5913,종로구,종로22길 15,"유량센서, 유수감지기, 슬레노이드벨브, 풍압스위치, 압력스위치","유량센서,솔레노이드밸브,풍압스위치,압력스위치",,상점,,NA,NA,NA
134,세원과학,세원과학,,2265-3890,종로구,돈화문로4길 30,"석영가공, 유리 기구, PYREX",유리,,상점,,NA,NA,NA
135,금강ENG,금강ENG,금강엔지니어링,2272-8215,종로구,돈화문로 12-1,강화유리,"유리,강화유리",,상점,,NA,NA,NA
136,유리가공,유리가공,금강엔지니어링,2272-8215,종로구,돈화문로 12-1,"일체유리제품, 가공연마제작, 강화유리, 유리관, 프리즘, 방열유리, 전자광학유리, 광학렌즈, 석영, 크리스탈 수입판매, 시창, 수면계지","유리,석영,유리제품,유리관,방열유리",연마,상점,,NA,NA,NA
137,삼양과학,삼양과학,,2275-0916,종로구,종로 144-3,"이화학기기, PYREX, 유리 가공","유리,이화학기기",,상점,,NA,NA,NA
138,삼성이화학,삼성이화학,,2285-0696~7,종로구,종로20길 17,"의료기기 도매업, 밀리포아, 기네마틱카, 에어리큐드, 엘케이, 오하우스, 바이오힛, 그랜드, 이카, 호리바, 브랜드, G.C.관련소모품","의료기기,의료기구",,상점,,NA,NA,NA
139,(주)랩마트 삼성랩,(주)랩마트 삼성랩,,2285-0696,종로구,종로20길 15-1,"이화학기 전문, 중고기기 사고 팝니다",이화학기기,CNC,상점,,NA,NA,NA
140,우주아크릴총판,우주아크릴총판,,2261-5187,종로구,돈화문로 16-1,"원판, 원통, 레이저, CNC조각가공, 각종특수가공, 이화학기기가공전문, 학생작품","이화학기기,원판","레이저가공,CNC",상점,,NA,NA,NA
141,현대일렉트로닉,현대일렉트로닉,태진전기,2267-7735,종로구,돈화문로2길 11,"차단기, 인버터, 인버터 AS",인버터,,상점,,NA,NA,NA
142,LS가전,LS가전,,"2275-3767, 011-722-3767",종로구,청계천로 133,"인버터, PLC, NFB, MG S/W, ELB, 자동제어 부품, CONTROL BOX","인버터,자동제어부품,PLC",연마,상점,,NA,NA,NA
143,(주)한영넉스,(주)한영넉스,(주)한국콘트롤상사,"2273-6997, 2273-6990",종로구,돈화문로2길 6-1,"한국하니웰 특약점, 현대차단기, 인버터, 차단기, 개폐기, ACB, VCB, VCS","인버터,차단기,개폐기",,상점,,NA,NA,NA
144,MEAN WELL,MEAN WELL,,2269-7242,종로구,청계천로 133,"S.M.P.S. DC-DC CONVERTER, L.E.D DC-AC INVERTER","인버터,컨버터",,상점,,NA,NA,NA
145,(주)세영산전,(주)세영산전,,2268-2678~9,종로구,종로22길 33,자동제어기기 종합메이커,자동제어기기,,상점,,NA,NA,NA
146,F.A시스템,F.A시스템,,2266-1792~3,종로구,종로22길 13-2,"자동제어, 전기 및 유공압",자동제어기기,,상점,,NA,NA,NA
147,금성가운,금성가운,,2267-5064,종로구,종로22길 8,가운. 단체복,자동제어기기,,상점,,NA,NA,NA
148,비엔씨테크,비엔씨테크,,"2274-0480, 2274-7801",종로구,청계천로 141,"각종 자동제어 판넬 제작, 각종 전기자재","자동제어기기,전기자재",,상점,,NA,NA,NA
